DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_week,day_of_year,month,hour_sin,hour_cos,day_sin,day_cos
2020-05-15 00:00:00,-0.7989785578343084,0.0,48899.938095238096,14189595055.0,-0.4072569500272269,-0.7391017220272468,-0.76135947749374,0,0,4,136,5,-0.009122075225956353,1.4217730704921798,1.5836955472768846,1.8026796405535377
2020-05-15 00:15:00,-0.7989785578343084,0.0,28401.0,14189595055.0,-0.43635738830324566,-0.7921051652848222,-0.76135947749374,0,15,4,136,5,-0.009122075225956353,1.4217730704921798,1.5836955472768846,1.8026796405535377
2020-05-15 00:30:00,-0.7989785578343084,0.0,28401.0,14189595055.0,-0.4830196191852163,-0.7916554111385012,-0.76135947749374,0,30,4,136,5,-0.009122075225956353,1.4217730704921798,1.5836955472768846,1.8026796405535377
2020-05-15 00:45:00,-0.7989785578343084,0.0,28401.0,14189595055.0,-0.5256227374571427,-0.7922039874563012,-0.76135947749374,0,45,4,136,5,-0.009122075225956353,1.4217730704921798,1.5836955472768846,1.8026796405535377
2020-05-15 01:00:00,-0.7989785578343084,0.0,26516.0,14189595055.0,-0.5031882006306422,-0.7368268918470764,-0.76135947749374,1,0,4,136,5,0.35681974126132787,1.3735706634564342,1.5836955472768846,1.8026796405535377
2020-05-15 01:15:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.522769999745608,-0.7177665552604965,-0.76135947749374,1,15,4,136,5,0.35681974126132787,1.3735706634564342,1.5836955472768846,1.8026796405535377
2020-05-15 01:30:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5270900426068353,-0.7261268108651795,-0.76135947749374,1,30,4,136,5,0.35681974126132787,1.3735706634564342,1.5836955472768846,1.8026796405535377
2020-05-15 01:45:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5444463957286224,-0.7387472090379923,-0.76135947749374,1,45,4,136,5,0.35681974126132787,1.3735706634564342,1.5836955472768846,1.8026796405535377
2020-05-15 02:00:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5487812308026371,-0.769739681218409,-0.76135947749374,2,0,4,136,5,0.6978232277024489,1.2322483567304396,1.5836955472768846,1.8026796405535377
2020-05-15 02:15:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5900699774761231,-0.7806891712007848,-0.76135947749374,2,15,4,136,5,0.6978232277024489,1.2322483567304396,1.5836955472768846,1.8026796405535377
2020-05-15 02:30:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5820123923408375,-0.7870830787756612,-0.76135947749374,2,30,4,136,5,0.6978232277024489,1.2322483567304396,1.5836955472768846,1.8026796405535377
2020-05-15 02:45:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5732256293182486,-0.7865611438510663,-0.76135947749374,2,45,4,136,5,0.6978232277024489,1.2322483567304396,1.5836955472768846,1.8026796405535377
2020-05-15 03:00:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.5660831803915313,-0.7851017971862966,-0.76135947749374,3,0,4,136,5,0.9906495600313504,1.007437031971418,1.5836955472768846,1.8026796405535377
2020-05-15 03:15:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.6058861634918917,-0.777726195059415,-0.76135947749374,3,15,4,136,5,0.9906495600313504,1.007437031971418,1.5836955472768846,1.8026796405535377
2020-05-15 03:30:00,-0.7989785578343084,0.0,18976.0,14189595055.0,-0.6247172656335852,-0.7606271747745219,-0.76135947749374,3,30,4,136,5,0.9906495600313504,1.007437031971418,1.5836955472768846,1.8026796405535377
2020-05-15 03:45:00,-0.7989785578343084,0.0,18609.666666666668,14189595055.0,-0.6428405246649641,-0.7766792655907481,-0.76135947749374,3,45,4,136,5,0.9906495600313504,1.007437031971418,1.5836955472768846,1.8026796405535377
2020-05-15 04:00:00,-0.7989785578343084,0.0,13481.0,14189595055.0,-0.7142329279775882,-0.7751560305012494,-0.76135947749374,4,0,4,136,5,1.2153431076182126,0.7144572094434171,1.5836955472768846,1.8026796405535377
2020-05-15 04:15:00,-0.7989785578343084,0.0,13481.0,14189595055.0,-0.730551457172631,-0.762964039509571,-0.76135947749374,4,15,4,136,5,1.2153431076182126,0.7144572094434171,1.5836955472768846,1.8026796405535377
2020-05-15 04:30:00,-0.7989785578343084,0.0,13481.0,14189595055.0,-0.7647474572046342,-0.7610107401317889,-0.76135947749374,4,30,4,136,5,1.2153431076182126,0.7144572094434171,1.5836955472768846,1.8026796405535377
2020-05-15 04:45:00,-0.7989785578343084,0.0,13481.0,14189595055.0,-0.8237018470606696,-0.7908578571057532,-0.76135947749374,4,45,4,136,5,1.2153431076182126,0.7144572094434171,1.5836955472768846,1.8026796405535377
2020-05-15 05:00:00,-0.7989785578343084,0.0,13481.0,14189595055.0,-0.8503092070455383,-0.8184267992196893,-0.76135947749374,5,0,4,136,5,1.3565913765186348,0.37327497987967023,1.5836955472768846,1.8026796405535377
2020-05-15 05:15:00,-0.7989785578343084,0.0,13481.0,14028885659.357143,-0.8563513993331934,-0.8356279157463827,-0.76135947749374,5,15,4,136,5,1.3565913765186348,0.37327497987967023,1.5836955472768846,1.8026796405535377
2020-05-15 05:30:00,-0.7989785578343084,0.0,942.3809523809523,14189595055.0,-0.8974115599585165,-0.8404196191164592,-0.76135947749374,5,30,4,136,5,1.3565913765186348,0.37327497987967023,1.5836955472768846,1.8026796405535377
2020-05-15 05:45:00,-0.7989785578343084,0.0,0.0,14189595055.0,-0.9386594801678882,-0.844800583232402,-0.7528082896552161,5,45,4,136,5,1.3565913765186348,0.37327497987967023,1.5836955472768846,1.8026796405535377
2020-05-15 06:00:00,-0.7492297326750349,320.43333333333334,25.933333333333334,14189595080.933332,-0.9383043259283295,-0.8206956801768478,-0.7223044453596802,6,0,4,136,5,1.4047685306308542,0.007141348394654197,1.5836955472768846,1.8026796405535377
2020-05-15 06:15:00,-0.7109903709216032,566.977619047619,141.64285714285714,14189595196.642859,-0.9333449389443441,-0.7975537867019704,-0.6979720208300976,6,15,4,136,5,1.4047685306308542,0.007141348394654197,1.5836955472768846,1.8026796405535377
2020-05-15 06:30:00,-0.606541785363356,1243.5561904761905,345.12857142857143,14189595400.12857,-0.9280832431276604,-0.7815680842981143,-0.6334996822669711,6,30,4,136,5,1.4047685306308542,0.007141348394654197,1.5836955472768846,1.8026796405535377
2020-05-15 06:45:00,-0.28186552764504,3373.6585714285716,873.7619047619048,14189595928.761906,-0.8665914195447817,-0.682203155470386,-0.44952166934719123,6,45,4,136,5,1.4047685306308542,0.007141348394654197,1.5836955472768846,1.8026796405535377
2020-05-15 07:00:00,0.2099918316306234,6614.38,2133.733333333333,14189597188.733334,-0.7198693415016202,-0.4392987971997359,-0.1604060612315289,7,0,4,136,5,1.3565913765186348,-0.3589922830903618,1.5836955472768846,1.8026796405535377
2020-05-15 07:15:00,0.4567010098005428,8234.446666666667,4015.2,14189599070.199999,-0.6251119944933621,-0.26916898648545207,0.1957797533034161,7,15,4,136,5,1.3565913765186348,-0.3589922830903618,1.5836955472768846,1.8026796405535377
2020-05-15 07:30:00,0.7158934549480173,9919.995238095238,6287.171428571429,14189601342.171429,-0.5435474892349853,-0.14628361744254303,0.39237597401912017,7,30,4,136,5,1.3565913765186348,-0.3589922830903618,1.5836955472768846,1.8026796405535377
2020-05-15 07:45:00,1.0070346777299566,11813.325714285715,9009.366666666667,14189604064.366669,-0.3801352700172681,0.05155086274507166,0.5893487118483338,7,45,4,136,5,1.3565913765186348,-0.3589922830903618,1.5836955472768846,1.8026796405535377
2020-05-15 08:00:00,1.0560852785212944,12132.810476190476,11932.72380952381,14189606987.72381,-0.24897257890451457,0.14399032481699353,0.609659388256837,8,0,4,136,5,1.2153431076182126,-0.7001745126541085,1.5836955472768846,1.8026796405535377
2020-05-15 08:15:00,1.3095868204479246,13784.546666666667,15115.866666666667,14095471296.266666,-0.18452266869899123,0.23367120623952387,0.7732306705345128,8,15,4,136,5,1.2153431076182126,-0.7001745126541085,1.5836955472768846,1.8026796405535377
2020-05-15 08:30:00,1.6065473169808986,15718.433333333332,18834.13333333333,14182503447.733334,-0.0500638885235992,0.385554754552496,0.9588234860078275,8,30,4,136,5,1.2153431076182126,-0.7001745126541085,1.5836955472768846,1.8026796405535377
