DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_week,day_of_year,month,hour_sin,hour_cos,day_sin,day_cos
2020-05-25 05:00:00,-0.7797465365117797,0.0,0.0,152356411.0,-0.7883443046901829,-0.7072405451501468,-0.6394641633915948,5,0,0,146,5,1.3802944050177781,0.38731081278944296,-0.0896061600358868,-0.46188653888362463
2020-05-25 05:15:00,-0.7797465365117797,0.0,0.0,152356411.0,-0.841408231320096,-0.7383938597790497,-0.6394641633915948,5,15,0,146,5,1.3802944050177781,0.38731081278944296,-0.0896061600358868,-0.46188653888362463
2020-05-25 05:30:00,-0.7797465365117797,0.0,0.0,26540040.0,-0.8767524593706056,-0.7556586440603886,-0.6394641633915948,5,30,0,146,5,1.3802944050177781,0.38731081278944296,-0.0896061600358868,-0.46188653888362463
2020-05-25 06:00:00,-0.7797465365117797,0.0,0.0,69738627.0,-0.9254417329552875,-0.7532944916917698,-0.59099926446745,6,0,0,146,5,1.4284198925917004,0.020681690505929273,-0.0896061600358868,-0.46188653888362463
2020-05-25 06:15:00,-0.6798285533670217,872.13928571,65.642857145,152356476.645,-0.8915616091833958,-0.7177270648481737,-0.5269235296073689,6,15,0,146,5,1.4284198925917004,0.020681690505929273,-0.0896061600358868,-0.46188653888362463
2020-05-25 06:30:00,-0.6036823842615971,1540.54464288,361.19642857,152356772.198,-0.802185610389941,-0.6665733726835407,-0.46759529408535816,6,30,0,146,5,1.4284198925917004,0.020681690505929273,-0.0896061600358868,-0.46188653888362463
2020-05-25 06:45:00,-0.49296618913109047,2517.5374999,861.17857143,152357272.178,-0.7407755382266714,-0.6100403416943362,-0.3568668806817779,6,45,0,146,5,1.4284198925917004,0.020681690505929273,-0.0896061600358868,-0.46188653888362463
2020-05-25 07:00:00,-0.35915437885387574,3717.3017855,1624.10714285,152358035.105,-0.6582516174200652,-0.5439563072072598,-0.13465633016855727,7,0,0,146,5,1.3802944050177781,-0.3459474317775844,-0.0896061600358868,-0.46188653888362463
2020-05-25 07:15:00,-0.18496015989303027,5265.1928571,2743.6964285,152359154.696,-0.5942242336800506,-0.3764200456653634,0.05204480587208695,7,15,0,146,5,1.3802944050177781,-0.3459474317775844,-0.0896061600358868,-0.46188653888362463
2020-05-25 07:30:00,-0.11020279018234698,5931.2000001,4176.8571431,152360587.859,-0.5003749070641491,-0.1544826847674854,0.04952854036843016,7,30,0,146,5,1.3802944050177781,-0.3459474317775844,-0.0896061600358868,-0.46188653888362463
2020-05-25 07:45:00,0.10183462942495516,7812.4,5817.375,152362228.375,-0.45991706118637427,-0.017075734897917597,0.31570154292680713,7,45,0,146,5,1.3802944050177781,-0.3459474317775844,-0.0896061600358868,-0.46188653888362463
